@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute italian {1,0}
@data
{ 0 0.0000011821819226524703,1 0.000003546545767957411,2 0.000004728727690609881,3 0.000028372366143659288,4 0.0000023643638453049405,5 0.000003546545767957411,6 0.000003546545767957411,7 0.000003546545767957411,8 0.00002127927460774447,9 0.000014186183071829644,10 0.000007093091535914822,11 0.0000011821819226524703,12 0.0000023643638453049405,13 0.0000023643638453049405,14 0.0000011821819226524703,15 0.0000011821819226524703,16 0.000004728727690609881,17 0.0000011821819226524703,18 0.0000011821819226524703,19 0.0000023643638453049405,20 1}
{ 0 9.124306322049561e-7,1 0.0000027372918966148683,2 0.0000036497225288198245,3 0.0000228107658051239,4 0.0000018248612644099123,5 0.0000027372918966148683,6 0.0000027372918966148683,7 0.0000027372918966148683,8 0.000017336182011894168,9 0.000010949167586459473,10 0.0000054745837932297365,11 9.124306322049561e-7,12 0.0000018248612644099123,13 0.0000018248612644099123,14 9.124306322049561e-7,15 9.124306322049561e-7,16 0.0000036497225288198245,17 9.124306322049561e-7,18 9.124306322049561e-7,19 0.0000018248612644099123,20 1}
{ 0 5.963721864102497e-7,1 0.0000017891165592307491,2 0.000002385488745640999,3 0.000014312932473845993,4 0.0000011927443728204995,5 0.0000017891165592307491,6 0.0000017891165592307491,7 0.0000017891165592307491,8 0.000011331071541794745,9 0.0000071564662369229965,10 0.0000035782331184614982,11 5.963721864102497e-7,12 0.0000011927443728204995,13 0.0000011927443728204995,14 5.963721864102497e-7,15 5.963721864102497e-7,16 0.0000017891165592307491,17 5.963721864102497e-7,18 5.963721864102497e-7,19 0.0000011927443728204995,20 1}
{ 0 0.0000011854119279056191,1 0.0000035562357837168578,2 0.0000047416477116224765,3 0.00002726447434182924,4 0.0000023708238558112382,5 0.0000035562357837168578,6 0.0000035562357837168578,7 0.0000035562357837168578,8 0.000021337414702301144,9 0.000014224943134867431,10 0.0000071124715674337156,11 0.0000011854119279056191,12 0.0000023708238558112382,13 0.0000023708238558112382,14 0.0000011854119279056191,15 0.0000011854119279056191,16 0.0000035562357837168578,17 0.0000011854119279056191,18 0.0000011854119279056191,19 0.0000023708238558112382,20 1}
{ 0 7.224991933612933e-7,1 0.00000216749758008388,2 0.0000028899967734451733,3 0.00001733998064067104,4 0.0000014449983867225867,5 0.00000216749758008388,6 0.00000216749758008388,7 0.00000216749758008388,8 0.000013727484673864574,9 0.00000866999032033552,10 0.00000433499516016776,11 7.224991933612933e-7,12 0.0000014449983867225867,13 0.0000014449983867225867,14 7.224991933612933e-7,15 7.224991933612933e-7,16 0.0000036124959668064665,17 7.224991933612933e-7,18 7.224991933612933e-7,19 0.0000014449983867225867,20 1}
{ 0 3.661272283657862e-7,1 0.0000010983816850973585,2 0.0000014645089134631449,3 0.000008787053480778868,4 7.322544567315724e-7,5 0.0000010983816850973585,6 0.0000010983816850973585,7 0.0000010983816850973585,8 0.000006590290110584151,9 0.000004393526740389434,10 0.000002196763370194717,11 3.661272283657862e-7,12 7.322544567315724e-7,13 7.322544567315724e-7,14 3.661272283657862e-7,15 3.661272283657862e-7,16 0.0000014645089134631449,17 3.661272283657862e-7,18 7.322544567315724e-7,19 7.322544567315724e-7,20 1}
{ 0 3.117935793125811e-7,1 9.353807379377433e-7,2 0.0000012471743172503245,3 0.000007171252324189366,4 6.235871586251623e-7,5 9.353807379377433e-7,6 9.353807379377433e-7,7 0.0000012471743172503245,8 0.0000056122844276264605,9 0.000004365110110376136,10 0.0000018707614758754865,11 3.117935793125811e-7,12 6.235871586251623e-7,13 6.235871586251623e-7,14 3.117935793125811e-7,15 3.117935793125811e-7,16 0.0000018707614758754865,17 3.117935793125811e-7,18 3.117935793125811e-7,19 6.235871586251623e-7,20 0}
{ 0 8.086873543587262e-7,1 0.000002426062063076179,2 0.000003234749417434905,3 0.000020217183858968157,4 0.0000016173747087174525,5 0.000002426062063076179,6 0.000002426062063076179,7 0.000002426062063076179,8 0.0000153650597328158,9 0.000010512935606663441,10 0.000004852124126152358,11 8.086873543587262e-7,12 0.0000016173747087174525,13 0.0000016173747087174525,14 8.086873543587262e-7,15 8.086873543587262e-7,16 0.000002426062063076179,17 8.086873543587262e-7,18 0.0000016173747087174525,19 0.0000016173747087174525,20 1}
{ 0 4.389082100287877e-7,1 0.000001316724630086363,2 0.0000017556328401151508,3 0.000010972705250719692,4 8.778164200575754e-7,5 0.000001316724630086363,6 0.000001316724630086363,7 0.000001316724630086363,8 0.000007900347780518179,9 0.0000057058067303742405,10 0.000002633449260172726,11 4.389082100287877e-7,12 8.778164200575754e-7,13 8.778164200575754e-7,14 4.389082100287877e-7,15 8.778164200575754e-7,16 0.000002633449260172726,17 4.389082100287877e-7,18 8.778164200575754e-7,19 8.778164200575754e-7,20 0}
{ 0 8.327461911966538e-7,1 0.0000024982385735899615,2 0.000003330984764786615,3 0.000019153162397523036,4 0.0000016654923823933076,5 0.0000024982385735899615,6 0.0000024982385735899615,7 0.0000024982385735899615,8 0.000014989431441539768,9 0.000009992954294359846,10 0.000004996477147179923,11 8.327461911966538e-7,12 0.0000016654923823933076,13 0.0000016654923823933076,14 8.327461911966538e-7,15 8.327461911966538e-7,16 0.000004163730955983269,17 8.327461911966538e-7,18 0.0000016654923823933076,19 0.0000016654923823933076,20 1}
{ 0 6.573647963840252e-7,1 0.0000019720943891520755,2 0.0000026294591855361008,3 0.000015776755113216604,4 0.0000013147295927680504,5 0.0000019720943891520755,6 0.0000019720943891520755,7 0.0000026294591855361008,8 0.000011832566334912453,9 0.000007888377556608302,10 0.000003944188778304151,11 6.573647963840252e-7,12 0.0000013147295927680504,13 0.0000013147295927680504,14 6.573647963840252e-7,15 6.573647963840252e-7,16 0.000003944188778304151,17 0.0000013147295927680504,18 6.573647963840252e-7,19 0.0000013147295927680504,20 1}
{ 0 7.719942448638018e-7,1 0.000002315982734591406,2 0.0000030879769794552073,3 0.000018527861876731246,4 0.0000015439884897276037,5 0.000002315982734591406,6 0.000002315982734591406,7 0.000002315982734591406,8 0.000013895896407548433,9 0.000009263930938365623,10 0.000004631965469182812,11 0.0000015439884897276037,12 0.0000015439884897276037,13 0.0000015439884897276037,14 7.719942448638018e-7,15 7.719942448638018e-7,16 0.0000030879769794552073,17 7.719942448638018e-7,18 7.719942448638018e-7,19 0.0000015439884897276037,20 0}
{ 0 6.110715008640235e-7,1 0.00000183321450259207,2 0.000002444286003456094,3 0.000015276787521600585,4 0.000001222143001728047,5 0.00000183321450259207,6 0.00000183321450259207,7 0.00000183321450259207,8 0.000010999287015552422,9 0.00000733285801036828,10 0.00000366642900518414,11 6.110715008640235e-7,12 0.000001222143001728047,13 0.000001222143001728047,14 6.110715008640235e-7,15 6.110715008640235e-7,16 0.000004277500506048164,17 6.110715008640235e-7,18 6.110715008640235e-7,19 0.000001222143001728047,20 0}
{ 0 9.556404528930764e-7,1 0.0000028669213586792287,2 0.0000038225618115723055,3 0.00002293537086943383,4 0.0000019112809057861528,5 0.0000028669213586792287,6 0.0000028669213586792287,7 0.0000028669213586792287,8 0.000017201528152075375,9 0.000011467685434716915,10 0.0000057338427173584575,11 9.556404528930764e-7,12 0.0000019112809057861528,13 0.0000019112809057861528,14 9.556404528930764e-7,15 9.556404528930764e-7,16 0.0000028669213586792287,17 0.0000028669213586792287,18 9.556404528930764e-7,19 0.0000019112809057861528,20 0}
{ 0 2.384505444426802e-7,1 7.153516333280407e-7,2 9.538021777707208e-7,3 0.000005484362522181645,4 4.769010888853604e-7,5 7.153516333280407e-7,6 7.153516333280407e-7,7 7.153516333280407e-7,8 0.000004292109799968244,9 0.0000028614065333121627,10 0.0000014307032666560813,11 2.384505444426802e-7,12 4.769010888853604e-7,13 4.769010888853604e-7,14 2.384505444426802e-7,15 4.769010888853604e-7,16 0.000002146054899984122,17 7.153516333280407e-7,18 0.000002384505444426802,19 4.769010888853604e-7,20 0}
{ 0 0.0000013267913321512435,1 0.000003980373996453731,2 0.000005307165328604974,3 0.00003184299197162985,4 0.000002653582664302487,5 0.000003980373996453731,6 0.000003980373996453731,7 0.000003980373996453731,8 0.000023882243978722383,9 0.000015921495985814925,10 0.000007960747992907462,11 0.0000013267913321512435,12 0.000002653582664302487,13 0.000002653582664302487,14 0.0000013267913321512435,15 0.000002653582664302487,16 0.000003980373996453731,17 0.0000013267913321512435,18 0.0000013267913321512435,19 0.000002653582664302487,20 0}
{ 0 8.124733438454245e-7,1 0.000002437420031536273,2 0.000003249893375381698,3 0.000017874413564599337,4 0.000001624946687690849,5 0.000002437420031536273,6 0.000002437420031536273,7 0.000002437420031536273,8 0.00001462452018921764,9 0.000011374626813835943,10 0.000004874840063072546,11 8.124733438454245e-7,12 0.000001624946687690849,13 0.000001624946687690849,14 8.124733438454245e-7,15 8.124733438454245e-7,16 0.000003249893375381698,17 8.124733438454245e-7,18 8.124733438454245e-7,19 0.000001624946687690849,20 0}
{ 0 8.964065405236707e-7,1 0.0000026892196215710124,2 0.000003585626162094683,3 0.00002241016351309177,4 0.0000017928130810473414,5 0.0000026892196215710124,6 0.0000026892196215710124,7 0.0000026892196215710124,8 0.000016135317729426073,9 0.00001075687848628405,10 0.000005378439243142025,11 8.964065405236707e-7,12 0.0000017928130810473414,13 0.0000017928130810473414,14 8.964065405236707e-7,15 8.964065405236707e-7,16 0.000003585626162094683,17 8.964065405236707e-7,18 8.964065405236707e-7,19 0.0000017928130810473414,20 1}
{ 0 3.0467750394203414e-7,1 9.140325118261025e-7,2 0.0000012187100157681366,3 0.00000731226009460882,4 6.093550078840683e-7,5 9.140325118261025e-7,6 9.140325118261025e-7,7 9.140325118261025e-7,8 0.0000054841950709566145,9 0.00000365613004730441,10 0.000001828065023652205,11 3.0467750394203414e-7,12 6.093550078840683e-7,13 6.093550078840683e-7,14 3.0467750394203414e-7,15 3.0467750394203414e-7,16 0.0000015233875197101707,17 3.0467750394203414e-7,18 9.140325118261025e-7,19 9.140325118261025e-7,20 0}
{ 0 6.399126336481661e-7,1 0.0000019197379009444983,2 0.0000025596505345926645,3 0.000014078077940259655,4 0.0000012798252672963322,5 0.0000019197379009444983,6 0.0000019197379009444983,7 0.0000019197379009444983,8 0.000011518427405666991,9 0.00000831886423742616,10 0.000003839475801888997,11 6.399126336481661e-7,12 0.0000012798252672963322,13 0.0000012798252672963322,14 6.399126336481661e-7,15 6.399126336481661e-7,16 0.0000031995631682408306,17 6.399126336481661e-7,18 6.399126336481661e-7,19 0.0000012798252672963322,20 1}
{ 0 4.4046778234868696e-7,1 0.0000013214033470460607,2 0.0000017618711293947479,3 0.000010571226776368486,4 8.809355646973739e-7,5 0.0000013214033470460607,6 0.0000013214033470460607,7 0.0000017618711293947479,8 0.000007928420082276366,9 0.000005285613388184243,10 0.0000026428066940921215,11 4.4046778234868696e-7,12 8.809355646973739e-7,13 8.809355646973739e-7,14 4.4046778234868696e-7,15 4.4046778234868696e-7,16 0.0000017618711293947479,17 4.4046778234868696e-7,18 4.4046778234868696e-7,19 8.809355646973739e-7,20 1}
{ 0 7.071895120023743e-7,1 0.000002121568536007123,2 0.000002828758048009497,3 0.00001626535877605461,4 0.0000014143790240047486,5 0.000002121568536007123,6 0.000002121568536007123,7 0.000002121568536007123,8 0.000012729411216042737,9 0.000008486274144028492,10 0.000004243137072014246,11 7.071895120023743e-7,12 0.0000014143790240047486,13 0.0000014143790240047486,14 7.071895120023743e-7,15 7.071895120023743e-7,16 0.000008486274144028492,17 7.071895120023743e-7,18 7.071895120023743e-7,19 0.0000014143790240047486,20 0}
{ 0 8.60834852407652e-7,1 0.000002582504557222956,2 0.000003443339409630608,3 0.0000215208713101913,4 0.000001721669704815304,5 0.000002582504557222956,6 0.000002582504557222956,7 0.000002582504557222956,8 0.000015495027343337735,9 0.000010330018228891825,10 0.000005165009114445912,11 8.60834852407652e-7,12 0.000001721669704815304,13 0.000001721669704815304,14 8.60834852407652e-7,15 8.60834852407652e-7,16 0.00000430417426203826,17 8.60834852407652e-7,18 8.60834852407652e-7,19 0.000001721669704815304,20 1}
{ 0 5.519857068873495e-7,1 0.0000016559571206620481,2 0.000002207942827549398,3 0.000013799642672183735,4 0.000001103971413774699,5 0.0000016559571206620481,6 0.0000016559571206620481,7 0.0000016559571206620481,8 0.00000993574272397229,9 0.000007175814189535541,10 0.0000033119142413240963,11 5.519857068873495e-7,12 0.000001103971413774699,13 0.000001103971413774699,14 5.519857068873495e-7,15 5.519857068873495e-7,16 0.0000016559571206620481,17 5.519857068873495e-7,18 5.519857068873495e-7,19 0.000001103971413774699,20 0}
{ 0 0.0000010983816850973585,1 0.0000032951450552920757,2 0.000004393526740389434,3 0.000026361160442336605,4 0.000002196763370194717,5 0.0000032951450552920757,6 0.0000032951450552920757,7 0.0000032951450552920757,8 0.000019770870331752453,9 0.000013180580221168303,10 0.000006590290110584151,11 0.0000010983816850973585,12 0.000002196763370194717,13 0.000002196763370194717,14 0.0000010983816850973585,15 0.0000010983816850973585,16 0.0000032951450552920757,17 0.000002196763370194717,18 0.0000010983816850973585,19 0.000002196763370194717,20 1}
{ 0 6.659413132977078e-7,1 0.0000019978239398931237,2 0.0000026637652531908313,3 0.00001598259151914499,4 0.0000013318826265954157,5 0.0000019978239398931237,6 0.0000019978239398931237,7 0.0000019978239398931237,8 0.000012652884952656448,9 0.000008657237072870202,10 0.000003995647879786247,11 6.659413132977078e-7,12 0.0000013318826265954157,13 0.0000013318826265954157,14 6.659413132977078e-7,15 6.659413132977078e-7,16 0.0000019978239398931237,17 6.659413132977078e-7,18 0.0000013318826265954157,19 0.0000013318826265954157,20 0}
{ 0 8.408154372353811e-7,1 0.000002522446311706143,2 0.0000033632617489415243,3 0.00002102038593088453,4 0.0000016816308744707622,5 0.000002522446311706143,6 0.000002522446311706143,7 0.000002522446311706143,8 0.000015134677870236859,9 0.000010089785246824573,10 0.000005044892623412286,11 8.408154372353811e-7,12 0.0000016816308744707622,13 0.0000016816308744707622,14 8.408154372353811e-7,15 8.408154372353811e-7,16 0.0000042040771861769055,17 8.408154372353811e-7,18 8.408154372353811e-7,19 0.0000016816308744707622,20 1}
{ 0 6.233631689848515e-7,1 0.0000018700895069545544,2 0.000002493452675939406,3 0.000015584079224621287,4 0.000001246726337969703,5 0.0000018700895069545544,6 0.0000018700895069545544,7 0.0000018700895069545544,8 0.000011843900210712178,9 0.000007480358027818218,10 0.000003740179013909109,11 6.233631689848515e-7,12 0.000001246726337969703,13 0.000001246726337969703,14 6.233631689848515e-7,15 6.233631689848515e-7,16 0.0000018700895069545544,17 6.233631689848515e-7,18 6.233631689848515e-7,19 0.000001246726337969703,20 1}
{ 0 4.87210292659693e-7,1 0.000001461630877979079,2 0.000001948841170638772,3 0.00001120583673117294,4 9.74420585319386e-7,5 0.000001461630877979079,6 0.000001461630877979079,7 0.000001461630877979079,8 0.000008769785267874474,9 0.000006333733804576009,10 0.000002923261755958158,11 4.87210292659693e-7,12 9.74420585319386e-7,13 9.74420585319386e-7,14 4.87210292659693e-7,15 4.87210292659693e-7,16 0.000003410472048617851,17 9.74420585319386e-7,18 9.74420585319386e-7,19 9.74420585319386e-7,20 1}
{ 0 6.102120472763104e-7,1 0.0000018306361418289308,2 0.0000024408481891052415,3 0.000014645089134631446,4 0.0000012204240945526208,5 0.0000018306361418289308,6 0.0000018306361418289308,7 0.0000018306361418289308,8 0.000010983816850973585,9 0.000007322544567315723,10 0.0000036612722836578616,11 6.102120472763104e-7,12 0.0000012204240945526208,13 0.0000012204240945526208,14 6.102120472763104e-7,15 6.102120472763104e-7,16 0.0000018306361418289308,17 6.102120472763104e-7,18 6.102120472763104e-7,19 0.0000012204240945526208,20 1}
{ 0 0.000001246726337969703,1 0.000003740179013909109,2 0.000004986905351878812,3 0.00002742797943533347,4 0.000002493452675939406,5 0.000003740179013909109,6 0.000003740179013909109,7 0.000003740179013909109,8 0.000022441074083454653,9 0.000014960716055636435,10 0.000007480358027818218,11 0.000001246726337969703,12 0.000002493452675939406,13 0.000002493452675939406,14 0.000001246726337969703,15 0.000001246726337969703,16 0.000004986905351878812,17 0.000001246726337969703,18 0.000001246726337969703,19 0.000002493452675939406,20 0}
{ 0 4.744240192602041e-7,1 0.0000014232720577806122,2 0.0000018976960770408163,3 0.00001280944852002551,4 0.0000014232720577806122,5 0.0000014232720577806122,6 0.0000014232720577806122,7 0.0000014232720577806122,8 0.000009014056365943878,9 0.000005693088231122449,10 0.0000028465441155612244,11 4.744240192602041e-7,12 9.488480385204082e-7,13 9.488480385204082e-7,14 4.744240192602041e-7,15 4.744240192602041e-7,16 0.0000028465441155612244,17 4.744240192602041e-7,18 4.744240192602041e-7,19 9.488480385204082e-7,20 0}
{ 0 3.7034636416001423e-7,1 0.0000011110390924800425,2 0.000001481385456640057,3 0.00000888831273984034,4 7.406927283200285e-7,5 0.0000011110390924800425,6 0.0000011110390924800425,7 0.0000011110390924800425,8 0.000006666234554880256,9 0.00000444415636992017,10 0.000002222078184960085,11 3.7034636416001423e-7,12 7.406927283200285e-7,13 7.406927283200285e-7,14 3.7034636416001423e-7,15 7.406927283200285e-7,16 0.0000037034636416001422,17 7.406927283200285e-7,18 0.000001481385456640057,19 7.406927283200285e-7,20 0}
{ 0 4.1438468539967206e-7,1 0.0000012431540561990161,2 0.0000016575387415986882,3 0.000009530847764192456,4 8.287693707993441e-7,5 0.0000012431540561990161,6 0.0000012431540561990161,7 0.0000012431540561990161,8 0.000008702078393393113,9 0.000005387000910195737,10 0.0000024863081123980322,11 4.1438468539967206e-7,12 8.287693707993441e-7,13 8.287693707993441e-7,14 4.1438468539967206e-7,15 4.1438468539967206e-7,16 0.0000020719234269983605,17 0.0000029006927977977043,18 0.0000020719234269983605,19 8.287693707993441e-7,20 0}
{ 0 4.595982686583227e-7,1 0.0000013787948059749683,2 0.0000018383930746332909,3 0.00001194955498511639,4 9.191965373166454e-7,5 0.0000013787948059749683,6 0.0000013787948059749683,7 0.0000013787948059749683,8 0.000009191965373166454,9 0.000006434375761216518,10 0.0000027575896119499366,11 4.595982686583227e-7,12 9.191965373166454e-7,13 9.191965373166454e-7,14 4.595982686583227e-7,15 4.595982686583227e-7,16 0.0000027575896119499366,17 4.595982686583227e-7,18 4.595982686583227e-7,19 9.191965373166454e-7,20 0}
{ 0 4.319171384902505e-7,1 0.0000012957514154707517,2 0.000001727668553961002,3 0.000009934094185275762,4 8.63834276980501e-7,5 0.000001727668553961002,6 0.0000012957514154707517,7 0.0000012957514154707517,8 0.00000777450849282451,9 0.000005183005661883007,10 0.0000025915028309415034,11 4.319171384902505e-7,12 8.63834276980501e-7,13 8.63834276980501e-7,14 4.319171384902505e-7,15 4.319171384902505e-7,16 0.0000030234199694317535,17 4.319171384902505e-7,18 4.319171384902505e-7,19 8.63834276980501e-7,20 1}
