@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute "ideen" numeric
@attribute "wmf" numeric
@attribute "leben" numeric
@attribute "schmeckt" numeric
@attribute "sch" numeric
@attribute "rubrik" numeric
@attribute "saisonal" numeric
@attribute "backen" numeric
@attribute "chenger" numeric
@attribute "te" numeric
@attribute "zubeh" numeric
@attribute "reis" numeric
@attribute "pasta" numeric
@attribute "co" numeric
@attribute "fleisch" numeric
@attribute "fisch" numeric
@attribute "obst" numeric
@attribute "gem" numeric
@attribute "se" numeric
@attribute "regional" numeric
@attribute italian {1,0}
@data
{ 0 4.9051528051267e-7,1 0.00000147154584153801,2 0.00000196206112205068,3 0.00001177236673230408,4 9.8103056102534e-7,5 0.00000147154584153801,6 0.00000147154584153801,7 0.0000024525764025633504,8 0.00000931979032974073,9 0.00000588618336615204,10 0.00000294309168307602,11 4.9051528051267e-7,12 9.8103056102534e-7,13 9.8103056102534e-7,14 4.9051528051267e-7,15 4.9051528051267e-7,16 0.000004905152805126701,17 4.9051528051267e-7,18 4.9051528051267e-7,19 9.8103056102534e-7,20 4.9051528051267e-7,21 4.9051528051267e-7,22 4.9051528051267e-7,23 0.00000196206112205068,24 0.0000024525764025633504,25 4.9051528051267e-7,26 4.9051528051267e-7,27 0.00000343360696358869,28 4.9051528051267e-7,29 9.8103056102534e-7,30 4.9051528051267e-7,31 4.9051528051267e-7,32 9.8103056102534e-7,33 0.00000196206112205068,34 4.9051528051267e-7,35 4.9051528051267e-7,36 4.9051528051267e-7,37 9.8103056102534e-7,38 0.00000147154584153801,39 4.9051528051267e-7,40 1}
{ 0 3.1610984744149847e-7,1 9.483295423244954e-7,2 0.0000012644393897659939,3 0.00000821885603347896,4 6.322196948829969e-7,5 9.483295423244954e-7,6 9.483295423244954e-7,7 0.0000012644393897659939,8 0.000005689977253946972,9 0.0000037933181692979814,10 0.0000018966590846489907,11 3.1610984744149847e-7,12 6.322196948829969e-7,13 6.322196948829969e-7,14 3.1610984744149847e-7,15 3.1610984744149847e-7,16 0.0000015805492372074923,17 6.322196948829969e-7,18 6.322196948829969e-7,19 6.322196948829969e-7,20 3.1610984744149847e-7,21 3.1610984744149847e-7,22 3.1610984744149847e-7,23 0.0000025288787795319878,24 0.000002212768932090489,25 3.1610984744149847e-7,26 3.1610984744149847e-7,27 9.483295423244954e-7,28 3.1610984744149847e-7,29 9.483295423244954e-7,30 3.1610984744149847e-7,31 3.1610984744149847e-7,32 3.1610984744149847e-7,33 6.322196948829969e-7,34 6.322196948829969e-7,35 6.322196948829969e-7,36 3.1610984744149847e-7,37 0.0000018966590846489907,38 0.0000034772083218564832,39 3.1610984744149847e-7,40 1}
{ 0 5.906885849059995e-7,1 0.0000017720657547179983,2 0.0000029534429245299972,3 0.000013585837452837989,4 0.000001181377169811999,5 0.0000017720657547179983,6 0.0000017720657547179983,7 0.0000017720657547179983,8 0.00001240446028302599,9 0.000007678951603777993,10 0.0000035441315094359966,11 5.906885849059995e-7,12 0.000001181377169811999,13 0.000001181377169811999,14 5.906885849059995e-7,15 5.906885849059995e-7,16 0.0000017720657547179983,17 5.906885849059995e-7,18 5.906885849059995e-7,19 0.000001181377169811999,20 5.906885849059995e-7,21 5.906885849059995e-7,22 5.906885849059995e-7,23 0.000004725508679247996,24 0.0000035441315094359966,25 5.906885849059995e-7,26 5.906885849059995e-7,27 0.0000017720657547179983,28 5.906885849059995e-7,29 0.000001181377169811999,30 5.906885849059995e-7,31 0.000001181377169811999,32 5.906885849059995e-7,33 0.0000017720657547179983,34 0.000004725508679247996,35 5.906885849059995e-7,36 5.906885849059995e-7,37 5.906885849059995e-7,38 0.000002362754339623998,39 5.906885849059995e-7,40 0}
{ 0 5.693710834822266e-7,1 0.0000017081132504466796,2 0.0000022774843339289063,3 0.000014234277087055663,4 0.0000011387421669644532,5 0.0000017081132504466796,6 0.0000017081132504466796,7 0.0000017081132504466796,8 0.000010248679502680078,9 0.000006832453001786719,10 0.0000034162265008933593,11 5.693710834822266e-7,12 0.0000011387421669644532,13 0.0000011387421669644532,14 5.693710834822266e-7,15 5.693710834822266e-7,16 0.0000034162265008933593,17 5.693710834822266e-7,18 5.693710834822266e-7,19 0.0000011387421669644532,20 5.693710834822266e-7,21 5.693710834822266e-7,22 5.693710834822266e-7,23 0.000006263081918304492,24 0.0000028468554174111326,25 5.693710834822266e-7,26 5.693710834822266e-7,27 0.0000017081132504466796,28 5.693710834822266e-7,29 0.0000011387421669644532,30 5.693710834822266e-7,31 5.693710834822266e-7,32 0.0000034162265008933593,33 5.693710834822266e-7,34 5.693710834822266e-7,35 5.693710834822266e-7,36 5.693710834822266e-7,37 0.0000011387421669644532,38 0.0000017081132504466796,39 0.0000011387421669644532,40 1}
{ 0 3.956778528166499e-7,1 0.0000011870335584499498,2 0.0000015827114112665997,3 0.000009891946320416249,4 7.913557056332999e-7,5 0.0000011870335584499498,6 0.0000011870335584499498,7 0.0000011870335584499498,8 0.0000071222013506996986,9 0.000004748134233799799,10 0.0000023740671168998997,11 3.956778528166499e-7,12 7.913557056332999e-7,13 7.913557056332999e-7,14 3.956778528166499e-7,15 3.956778528166499e-7,16 0.0000019783892640832494,17 0.0000019783892640832494,18 3.956778528166499e-7,19 7.913557056332999e-7,20 3.956778528166499e-7,21 3.956778528166499e-7,22 7.913557056332999e-7,23 0.0000027697449697165495,24 0.0000015827114112665997,25 3.956778528166499e-7,26 3.956778528166499e-7,27 0.0000023740671168998997,28 3.956778528166499e-7,29 7.913557056332999e-7,30 3.956778528166499e-7,31 3.956778528166499e-7,32 3.956778528166499e-7,33 3.956778528166499e-7,34 3.956778528166499e-7,35 3.956778528166499e-7,36 3.956778528166499e-7,37 3.956778528166499e-7,38 0.0000011870335584499498,39 3.956778528166499e-7,40 1}
{ 0 8.086873543587262e-7,1 0.000002426062063076179,2 0.000003234749417434905,3 0.000020217183858968157,4 0.0000016173747087174525,5 0.000002426062063076179,6 0.000002426062063076179,7 0.000002426062063076179,8 0.0000153650597328158,9 0.000009704248252304715,10 0.000004852124126152358,11 8.086873543587262e-7,12 0.0000016173747087174525,13 0.0000016173747087174525,14 8.086873543587262e-7,15 8.086873543587262e-7,16 0.000002426062063076179,17 8.086873543587262e-7,18 8.086873543587262e-7,19 0.0000016173747087174525,20 8.086873543587262e-7,21 8.086873543587262e-7,22 8.086873543587262e-7,23 0.0000016173747087174525,24 0.000004043436771793631,25 8.086873543587262e-7,26 8.086873543587262e-7,27 0.000003234749417434905,28 8.086873543587262e-7,29 0.0000016173747087174525,30 8.086873543587262e-7,31 8.086873543587262e-7,32 8.086873543587262e-7,33 0.000002426062063076179,34 0.000004852124126152358,35 0.000002426062063076179,36 8.086873543587262e-7,37 0.000002426062063076179,38 0.000003234749417434905,39 8.086873543587262e-7,40 0}
{ 0 4.340778045157145e-7,1 0.0000013022334135471434,2 0.000001736311218062858,3 0.000011286022917408577,4 8.68155609031429e-7,5 0.0000013022334135471434,6 0.0000013022334135471434,7 0.0000013022334135471434,8 0.000008247478285798576,9 0.000005643011458704288,10 0.000002604466827094287,11 4.340778045157145e-7,12 8.68155609031429e-7,13 8.68155609031429e-7,14 4.340778045157145e-7,15 4.340778045157145e-7,16 0.000004774855849672859,17 4.340778045157145e-7,18 4.340778045157145e-7,19 8.68155609031429e-7,20 4.340778045157145e-7,21 4.340778045157145e-7,22 4.340778045157145e-7,23 0.0000021703890225785724,24 0.000003472622436125716,25 4.340778045157145e-7,26 4.340778045157145e-7,27 0.0000013022334135471434,28 4.340778045157145e-7,29 8.68155609031429e-7,30 4.340778045157145e-7,31 4.340778045157145e-7,32 4.340778045157145e-7,33 8.68155609031429e-7,34 0.0000013022334135471434,35 4.340778045157145e-7,36 4.340778045157145e-7,37 0.000001736311218062858,38 0.000002604466827094287,39 4.340778045157145e-7,40 1}
{ 0 8.616897033037867e-7,1 0.0000025850691099113605,2 0.000003446758813215147,3 0.000020680552879290884,4 0.0000017233794066075735,5 0.0000025850691099113605,6 0.0000025850691099113605,7 0.0000025850691099113605,8 0.00001551041465946816,9 0.000010340276439645442,10 0.000005170138219822721,11 8.616897033037867e-7,12 0.0000017233794066075735,13 0.0000017233794066075735,14 8.616897033037867e-7,15 8.616897033037867e-7,16 0.0000025850691099113605,17 8.616897033037867e-7,18 8.616897033037867e-7,19 0.0000017233794066075735,20 8.616897033037867e-7,21 8.616897033037867e-7,22 8.616897033037867e-7,23 0.000006031827923126507,24 0.000003446758813215147,25 8.616897033037867e-7,26 8.616897033037867e-7,27 0.0000025850691099113605,28 8.616897033037867e-7,29 0.0000017233794066075735,30 8.616897033037867e-7,31 8.616897033037867e-7,32 0.0000017233794066075735,33 0.0000017233794066075735,34 0.0000017233794066075735,35 0.0000017233794066075735,36 8.616897033037867e-7,37 0.0000017233794066075735,38 0.0000017233794066075735,39 8.616897033037867e-7,40 0}
{ 0 4.847606319703425e-7,1 0.0000014542818959110278,2 0.00000193904252788137,3 0.000011634255167288223,4 9.69521263940685e-7,5 0.0000014542818959110278,6 0.0000014542818959110278,7 0.0000014542818959110278,8 0.000008725691375466167,9 0.000007271409479555139,10 0.0000029085637918220557,11 4.847606319703425e-7,12 9.69521263940685e-7,13 9.69521263940685e-7,14 4.847606319703425e-7,15 4.847606319703425e-7,16 0.00000387808505576274,17 0.00000387808505576274,18 4.847606319703425e-7,19 9.69521263940685e-7,20 4.847606319703425e-7,21 4.847606319703425e-7,22 4.847606319703425e-7,23 0.0000043628456877330835,24 0.0000033933244237923984,25 9.69521263940685e-7,26 4.847606319703425e-7,27 0.000005817127583644111,28 4.847606319703425e-7,29 9.69521263940685e-7,30 4.847606319703425e-7,31 4.847606319703425e-7,32 4.847606319703425e-7,33 9.69521263940685e-7,34 4.847606319703425e-7,35 4.847606319703425e-7,36 4.847606319703425e-7,37 9.69521263940685e-7,38 9.69521263940685e-7,39 4.847606319703425e-7,40 0}
{ 0 2.79099881385305e-7,1 8.37299644155915e-7,2 0.00000111639952554122,3 0.00000669839715324732,4 8.37299644155915e-7,5 8.37299644155915e-7,6 8.37299644155915e-7,7 8.37299644155915e-7,8 0.000005302897746320796,9 0.00000390739833939427,10 0.00000167459928831183,11 2.79099881385305e-7,12 5.5819976277061e-7,13 5.5819976277061e-7,14 2.79099881385305e-7,15 2.79099881385305e-7,16 0.00000111639952554122,17 8.37299644155915e-7,18 8.37299644155915e-7,19 5.5819976277061e-7,20 2.79099881385305e-7,21 2.79099881385305e-7,22 2.79099881385305e-7,23 0.0000036282984580089648,24 0.00000502379786493549,25 2.79099881385305e-7,26 2.79099881385305e-7,27 0.00000502379786493549,28 2.79099881385305e-7,29 0.00000111639952554122,30 2.79099881385305e-7,31 2.79099881385305e-7,32 2.79099881385305e-7,33 2.79099881385305e-7,34 2.79099881385305e-7,35 5.5819976277061e-7,36 2.79099881385305e-7,37 2.79099881385305e-7,38 2.79099881385305e-7,39 2.79099881385305e-7,40 0}
{ 0 0.0000010928482761044247,1 0.0000032785448283132743,2 0.000004371393104417699,3 0.000026228358626506194,4 0.0000021856965522088494,5 0.0000032785448283132743,6 0.0000032785448283132743,7 0.0000032785448283132743,8 0.00002076411724598407,9 0.000013114179313253097,10 0.000006557089656626549,11 0.0000010928482761044247,12 0.0000021856965522088494,13 0.0000021856965522088494,14 0.0000010928482761044247,15 0.0000010928482761044247,16 0.000005464241380522124,17 0.0000010928482761044247,18 0.0000010928482761044247,19 0.0000021856965522088494,20 0.0000010928482761044247,21 0.0000010928482761044247,22 0.0000010928482761044247,23 0.0000032785448283132743,24 0.0000010928482761044247,25 0.0000010928482761044247,26 0.0000010928482761044247,27 0.000005464241380522124,28 0.0000010928482761044247,29 0.0000021856965522088494,30 0.0000010928482761044247,31 0.0000010928482761044247,32 0.0000010928482761044247,33 0.0000010928482761044247,34 0.0000010928482761044247,35 0.0000010928482761044247,36 0.0000010928482761044247,37 0.0000010928482761044247,38 0.0000010928482761044247,39 0.0000010928482761044247,40 0}
{ 0 4.778202264465382e-7,1 0.0000014334606793396144,2 0.0000019112809057861528,3 0.000012901146114056529,4 9.556404528930764e-7,5 0.0000014334606793396144,6 0.0000014334606793396144,7 0.0000014334606793396144,8 0.000009078584302484225,9 0.0000057338427173584575,10 0.0000028669213586792287,11 4.778202264465382e-7,12 9.556404528930764e-7,13 9.556404528930764e-7,14 4.778202264465382e-7,15 4.778202264465382e-7,16 0.000003344741585125767,17 4.778202264465382e-7,18 4.778202264465382e-7,19 0.0000014334606793396144,20 4.778202264465382e-7,21 4.778202264465382e-7,22 4.778202264465382e-7,23 0.00000525602249091192,24 0.0000038225618115723055,25 4.778202264465382e-7,26 4.778202264465382e-7,27 0.0000014334606793396144,28 4.778202264465382e-7,29 0.0000014334606793396144,30 4.778202264465382e-7,31 9.556404528930764e-7,32 0.0000019112809057861528,33 4.778202264465382e-7,34 9.556404528930764e-7,35 4.778202264465382e-7,36 4.778202264465382e-7,37 0.0000014334606793396144,38 0.0000014334606793396144,39 9.556404528930764e-7,40 1}
{ 0 4.319171384902505e-7,1 0.0000012957514154707517,2 0.000001727668553961002,3 0.000011229845600746514,4 8.63834276980501e-7,5 0.0000012957514154707517,6 0.0000012957514154707517,7 0.0000012957514154707517,8 0.00000777450849282451,9 0.000005183005661883007,10 0.0000025915028309415034,11 4.319171384902505e-7,12 8.63834276980501e-7,13 8.63834276980501e-7,14 4.319171384902505e-7,15 4.319171384902505e-7,16 0.0000025915028309415034,17 0.0000012957514154707517,18 4.319171384902505e-7,19 8.63834276980501e-7,20 8.63834276980501e-7,21 4.319171384902505e-7,22 4.319171384902505e-7,23 0.0000025915028309415034,24 0.0000021595856924512524,25 4.319171384902505e-7,26 4.319171384902505e-7,27 0.0000021595856924512524,28 4.319171384902505e-7,29 0.0000012957514154707517,30 4.319171384902505e-7,31 4.319171384902505e-7,32 0.0000012957514154707517,33 4.319171384902505e-7,34 0.0000025915028309415034,35 4.319171384902505e-7,36 4.319171384902505e-7,37 0.0000012957514154707517,38 0.000004319171384902505,39 8.63834276980501e-7,40 1}
{ 0 5.316921147223733e-7,1 0.00000159507634416712,2 0.0000021267684588894933,3 0.00001276061075333696,4 0.0000010633842294447466,5 0.00000159507634416712,6 0.00000159507634416712,7 0.00000159507634416712,8 0.000010102150179725093,9 0.00000638030537666848,10 0.00000319015268833424,11 5.316921147223733e-7,12 0.0000010633842294447466,13 0.0000010633842294447466,14 5.316921147223733e-7,15 5.316921147223733e-7,16 0.00000159507634416712,17 5.316921147223733e-7,18 5.316921147223733e-7,19 0.0000010633842294447466,20 0.0000010633842294447466,21 5.316921147223733e-7,22 5.316921147223733e-7,23 0.0000010633842294447466,24 0.0000010633842294447466,25 5.316921147223733e-7,26 5.316921147223733e-7,27 0.00000159507634416712,28 5.316921147223733e-7,29 0.0000010633842294447466,30 5.316921147223733e-7,31 5.316921147223733e-7,32 5.316921147223733e-7,33 0.00000159507634416712,34 5.316921147223733e-7,35 0.0000010633842294447466,36 5.316921147223733e-7,37 0.00000159507634416712,38 0.00000159507634416712,39 0.0000010633842294447466,40 0}
{ 0 2.4096682344540776e-7,1 7.229004703362232e-7,2 9.63867293781631e-7,3 0.00000746997152680764,4 4.819336468908155e-7,5 7.229004703362232e-7,6 7.229004703362232e-7,7 9.63867293781631e-7,8 0.000004819336468908155,9 0.000003373535528235708,10 0.0000014458009406724463,11 2.4096682344540776e-7,12 4.819336468908155e-7,13 4.819336468908155e-7,14 2.4096682344540776e-7,15 2.4096682344540776e-7,16 0.000001927734587563262,17 7.229004703362232e-7,18 7.229004703362232e-7,19 4.819336468908155e-7,20 4.819336468908155e-7,21 2.4096682344540776e-7,22 2.4096682344540776e-7,23 0.000004578369645462748,24 0.000001927734587563262,25 2.4096682344540776e-7,26 2.4096682344540776e-7,27 7.229004703362232e-7,28 2.4096682344540776e-7,29 4.819336468908155e-7,30 2.4096682344540776e-7,31 2.4096682344540776e-7,32 0.000001927734587563262,33 2.4096682344540776e-7,34 0.0000028916018813448927,35 2.4096682344540776e-7,36 2.4096682344540776e-7,37 0.000001927734587563262,38 0.0000028916018813448927,39 2.4096682344540776e-7,40 1}
{ 0 6.097832264419629e-7,1 0.0000018293496793258886,2 0.0000024391329057678518,3 0.000014634797434607109,4 0.0000012195664528839259,5 0.0000018293496793258886,6 0.0000018293496793258886,7 0.0000018293496793258886,8 0.000010976098075955333,9 0.000007927181943745518,10 0.0000036586993586517773,11 6.097832264419629e-7,12 0.0000012195664528839259,13 0.0000012195664528839259,14 6.097832264419629e-7,15 6.097832264419629e-7,16 0.0000018293496793258886,17 6.097832264419629e-7,18 0.0000012195664528839259,19 0.0000012195664528839259,20 0.0000012195664528839259,21 6.097832264419629e-7,22 6.097832264419629e-7,23 0.0000018293496793258886,24 0.0000012195664528839259,25 6.097832264419629e-7,26 6.097832264419629e-7,27 0.0000024391329057678518,28 6.097832264419629e-7,29 0.0000012195664528839259,30 6.097832264419629e-7,31 6.097832264419629e-7,32 0.0000030489161322098145,33 6.097832264419629e-7,34 6.097832264419629e-7,35 6.097832264419629e-7,36 6.097832264419629e-7,37 0.0000018293496793258886,38 0.000013415230981723185,39 6.097832264419629e-7,40 1}
{ 0 8.311508919798019e-7,1 0.000002493452675939406,2 0.0000033246035679192076,3 0.000018285319623555645,4 0.0000016623017839596038,5 0.000002493452675939406,6 0.000002493452675939406,7 0.000002493452675939406,8 0.000014960716055636435,9 0.000009973810703757624,10 0.000004986905351878812,11 8.311508919798019e-7,12 0.0000016623017839596038,13 0.0000016623017839596038,14 8.311508919798019e-7,15 8.311508919798019e-7,16 0.0000058180562438586145,17 8.311508919798019e-7,18 8.311508919798019e-7,19 0.0000016623017839596038,20 8.311508919798019e-7,21 8.311508919798019e-7,22 8.311508919798019e-7,23 0.0000016623017839596038,24 0.00000415575445989901,25 8.311508919798019e-7,26 8.311508919798019e-7,27 0.000002493452675939406,28 8.311508919798019e-7,29 0.000002493452675939406,30 8.311508919798019e-7,31 0.0000016623017839596038,32 8.311508919798019e-7,33 0.0000016623017839596038,34 8.311508919798019e-7,35 0.00000831150891979802,36 8.311508919798019e-7,37 8.311508919798019e-7,38 0.0000016623017839596038,39 8.311508919798019e-7,40 1}
{ 0 6.98086509434363e-7,1 0.000002094259528303089,2 0.000002792346037737452,3 0.00001605598971699035,4 0.000001396173018868726,5 0.000002094259528303089,6 0.000002094259528303089,7 0.000002094259528303089,8 0.000013263643679252897,9 0.000008377038113212355,10 0.000004188519056606178,11 6.98086509434363e-7,12 0.000001396173018868726,13 0.000001396173018868726,14 6.98086509434363e-7,15 6.98086509434363e-7,16 0.000004188519056606178,17 6.98086509434363e-7,18 0.000001396173018868726,19 0.000001396173018868726,20 6.98086509434363e-7,21 6.98086509434363e-7,22 6.98086509434363e-7,23 0.000002792346037737452,24 0.0000048866055660405415,25 6.98086509434363e-7,26 6.98086509434363e-7,27 0.000002792346037737452,28 6.98086509434363e-7,29 0.000002094259528303089,30 6.98086509434363e-7,31 0.000001396173018868726,32 6.98086509434363e-7,33 6.98086509434363e-7,34 6.98086509434363e-7,35 6.98086509434363e-7,36 6.98086509434363e-7,37 6.98086509434363e-7,38 0.000001396173018868726,39 6.98086509434363e-7,40 0}
{ 0 4.877580276711148e-7,1 0.0000014632740830133443,2 0.0000019510321106844592,3 0.000012681708719448985,4 9.755160553422296e-7,5 0.0000014632740830133443,6 0.0000014632740830133443,7 0.0000014632740830133443,8 0.000009267402525751181,9 0.000005853096332053377,10 0.0000029265481660266886,11 4.877580276711148e-7,12 9.755160553422296e-7,13 9.755160553422296e-7,14 4.877580276711148e-7,15 4.877580276711148e-7,16 0.000003414306193697804,17 4.877580276711148e-7,18 4.877580276711148e-7,19 9.755160553422296e-7,20 4.877580276711148e-7,21 4.877580276711148e-7,22 4.877580276711148e-7,23 0.000004389822249040033,24 0.000004877580276711148,25 4.877580276711148e-7,26 4.877580276711148e-7,27 0.0000019510321106844592,28 4.877580276711148e-7,29 0.0000019510321106844592,30 4.877580276711148e-7,31 4.877580276711148e-7,32 4.877580276711148e-7,33 4.877580276711148e-7,34 4.877580276711148e-7,35 4.877580276711148e-7,36 4.877580276711148e-7,37 0.0000014632740830133443,38 9.755160553422296e-7,39 4.877580276711148e-7,40 1}
{ 0 4.3105888287477065e-7,1 0.000001293176648624312,2 0.0000017242355314990826,3 0.000009914354306119725,4 8.621177657495413e-7,5 0.000001293176648624312,6 0.000001293176648624312,7 0.000001293176648624312,8 0.000008190118774620643,9 0.000005172706594497248,10 0.000002586353297248624,11 4.3105888287477065e-7,12 8.621177657495413e-7,13 8.621177657495413e-7,14 4.3105888287477065e-7,15 4.3105888287477065e-7,16 0.0000017242355314990826,17 0.000001293176648624312,18 0.000003448471062998165,19 8.621177657495413e-7,20 4.3105888287477065e-7,21 4.3105888287477065e-7,22 4.3105888287477065e-7,23 0.0000030174121801233943,24 0.0000030174121801233943,25 4.3105888287477065e-7,26 4.3105888287477065e-7,27 0.0000017242355314990826,28 4.3105888287477065e-7,29 8.621177657495413e-7,30 4.3105888287477065e-7,31 8.621177657495413e-7,32 4.3105888287477065e-7,33 4.3105888287477065e-7,34 4.3105888287477065e-7,35 8.621177657495413e-7,36 4.3105888287477065e-7,37 4.3105888287477065e-7,38 4.3105888287477065e-7,39 4.3105888287477065e-7,40 0}
{ 0 7.416423343819772e-7,1 0.0000022249270031459314,2 0.0000029665693375279088,3 0.000016316131356403498,4 0.0000014832846687639544,5 0.0000022249270031459314,6 0.0000022249270031459314,7 0.0000022249270031459314,8 0.00001334956201887559,9 0.00001038299268134768,10 0.000004449854006291863,11 7.416423343819772e-7,12 0.0000014832846687639544,13 0.0000014832846687639544,14 7.416423343819772e-7,15 7.416423343819772e-7,16 0.000004449854006291863,17 7.416423343819772e-7,18 7.416423343819772e-7,19 0.0000014832846687639544,20 7.416423343819772e-7,21 7.416423343819772e-7,22 7.416423343819772e-7,23 0.0000022249270031459314,24 0.0000022249270031459314,25 7.416423343819772e-7,26 7.416423343819772e-7,27 0.0000029665693375279088,28 7.416423343819772e-7,29 0.0000014832846687639544,30 7.416423343819772e-7,31 7.416423343819772e-7,32 0.0000014832846687639544,33 0.0000014832846687639544,34 0.0000014832846687639544,35 0.000004449854006291863,36 7.416423343819772e-7,37 0.0000014832846687639544,38 0.0000022249270031459314,39 0.0000014832846687639544,40 0}
{ 0 0.0000010765775821673862,1 0.0000032297327465021586,2 0.000004306310328669545,3 0.000023684706807682497,4 0.0000021531551643347724,5 0.0000032297327465021586,6 0.0000032297327465021586,7 0.0000032297327465021586,8 0.00001937839647901295,9 0.000012918930986008634,10 0.000006459465493004317,11 0.0000010765775821673862,12 0.0000021531551643347724,13 0.0000021531551643347724,14 0.0000010765775821673862,15 0.0000010765775821673862,16 0.000005382887910836931,17 0.0000010765775821673862,18 0.0000010765775821673862,19 0.0000021531551643347724,20 0.0000010765775821673862,21 0.0000010765775821673862,22 0.0000010765775821673862,23 0.0000021531551643347724,24 0.0000032297327465021586,25 0.0000010765775821673862,26 0.0000010765775821673862,27 0.0000032297327465021586,28 0.0000010765775821673862,29 0.000004306310328669545,30 0.0000010765775821673862,31 0.0000010765775821673862,32 0.0000010765775821673862,33 0.0000021531551643347724,34 0.0000032297327465021586,35 0.0000021531551643347724,36 0.0000010765775821673862,37 0.00000861262065733909,38 0.000011842353403841249,39 0.0000010765775821673862,40 1}
{ 0 5.839310438942889e-7,1 0.0000017517931316828666,2 0.0000023357241755771556,3 0.000016350069229040087,4 0.0000011678620877885778,5 0.0000017517931316828666,6 0.0000017517931316828666,7 0.0000017517931316828666,8 0.0000105107587900972,9 0.000007591103570625755,10 0.000003503586263365733,11 5.839310438942889e-7,12 0.0000011678620877885778,13 0.0000011678620877885778,14 5.839310438942889e-7,15 5.839310438942889e-7,16 0.0000023357241755771556,17 5.839310438942889e-7,18 5.839310438942889e-7,19 0.0000011678620877885778,20 5.839310438942889e-7,21 5.839310438942889e-7,22 5.839310438942889e-7,23 0.0000017517931316828666,24 0.000004671448351154311,25 5.839310438942889e-7,26 5.839310438942889e-7,27 0.0000029196552194714446,28 5.839310438942889e-7,29 0.0000023357241755771556,30 5.839310438942889e-7,31 5.839310438942889e-7,32 5.839310438942889e-7,33 0.0000023357241755771556,34 5.839310438942889e-7,35 5.839310438942889e-7,36 0.0000011678620877885778,37 0.0000011678620877885778,38 0.0000017517931316828666,39 5.839310438942889e-7,40 0}
{ 0 4.5717678146834203e-7,1 0.0000013715303444050263,2 0.0000018287071258733681,3 0.000010515065973771868,4 9.143535629366841e-7,5 0.0000013715303444050263,6 0.0000013715303444050263,7 0.0000013715303444050263,8 0.000008686358847898499,9 0.0000059432981590884465,10 0.0000027430606888100525,11 4.5717678146834203e-7,12 9.143535629366841e-7,13 9.143535629366841e-7,14 4.5717678146834203e-7,15 4.5717678146834203e-7,16 0.000003200237470278395,17 0.0000013715303444050263,18 0.0000013715303444050263,19 9.143535629366841e-7,20 4.5717678146834203e-7,21 4.5717678146834203e-7,22 9.143535629366841e-7,23 0.0000050289445961517636,24 0.0000036574142517467362,25 4.5717678146834203e-7,26 4.5717678146834203e-7,27 0.0000050289445961517636,28 4.5717678146834203e-7,29 0.00000228588390734171,30 4.5717678146834203e-7,31 4.5717678146834203e-7,32 4.5717678146834203e-7,33 9.143535629366841e-7,34 9.143535629366841e-7,35 9.143535629366841e-7,36 4.5717678146834203e-7,37 4.5717678146834203e-7,38 0.00000228588390734171,39 4.5717678146834203e-7,40 0}
{ 0 9.221270257459226e-7,1 0.000002766381077237768,2 0.0000036885081029836906,3 0.000021208921592156224,4 0.0000018442540514918453,5 0.000002766381077237768,6 0.000002766381077237768,7 0.000002766381077237768,8 0.00001659828646342661,9 0.000011065524308951071,10 0.000005532762154475536,11 9.221270257459226e-7,12 0.0000018442540514918453,13 0.0000018442540514918453,14 9.221270257459226e-7,15 0.0000018442540514918453,16 0.0000036885081029836906,17 9.221270257459226e-7,18 9.221270257459226e-7,19 0.0000018442540514918453,20 9.221270257459226e-7,21 9.221270257459226e-7,22 0.0000018442540514918453,23 0.000004610635128729614,24 0.0000018442540514918453,25 9.221270257459226e-7,26 9.221270257459226e-7,27 0.000007377016205967381,28 9.221270257459226e-7,29 0.0000018442540514918453,30 9.221270257459226e-7,31 9.221270257459226e-7,32 9.221270257459226e-7,33 9.221270257459226e-7,34 0.0000018442540514918453,35 9.221270257459226e-7,36 9.221270257459226e-7,37 9.221270257459226e-7,38 9.221270257459226e-7,39 9.221270257459226e-7,40 0}
